551,"[('Ver', 676), ('Ric', 125), ('Per', 124), ('Str', 124), ('Gas', 124), ('Alo', 114), ('Oco', 112), ('Rus', 111), ('Sai', 110), ('Gua', 110), ('Pia', 107), ('Tsu', 107), ('Vot', 101), ('Lan', 98), ('Hul', 98), ('Lec', 93), ('Sar', 88), ('Ham', 83), ('Alb', 74), ('Mag', 73)]"
551,"[('Ver', 676), ('Oco', 125), ('Ham', 123), ('Mag', 122), ('Str', 121), ('Lec', 119), ('Sai', 117), ('Tsu', 117), ('Alo', 117), ('Hul', 117), ('Per', 108), ('Ric', 108), ('Vot', 97), ('Sar', 96), ('Pia', 94), ('Lan', 87), ('Gua', 86), ('Alb', 80), ('Gas', 72), ('Rus', 70)]"
551,"[('Ver', 676), ('Mag', 125), ('Hul', 122), ('Alo', 119), ('Ham', 117), ('Vot', 114), ('Pia', 112), ('Sar', 111), ('Ric', 108), ('Str', 107), ('Gas', 106), ('Oco', 104), ('Per', 103), ('Lec', 102), ('Lan', 95), ('Gua', 92), ('Alb', 91), ('Rus', 84), ('Tsu', 84), ('Sai', 80)]"
551,"[('Ver', 676), ('Gua', 125), ('Pia', 124), ('Ham', 118), ('Sar', 118), ('Tsu', 116), ('Lan', 115), ('Str', 114), ('Vot', 111), ('Hul', 110), ('Gas', 110), ('Oco', 106), ('Rus', 99), ('Per', 94), ('Sai', 94), ('Alo', 93), ('Alb', 93), ('Ric', 87), ('Mag', 87), ('Lec', 62)]"
551,"[('Ver', 676), ('Tsu', 125), ('Rus', 124), ('Per', 123), ('Lec', 120), ('Ric', 117), ('Ham', 116), ('Lan', 115), ('Pia', 111), ('Oco', 111), ('Sai', 106), ('Alo', 105), ('Hul', 102), ('Mag', 101), ('Gua', 100), ('Sar', 95), ('Alb', 94), ('Str', 77), ('Vot', 69), ('Gas', 65)]"
551,"[('Ver', 676), ('Gua', 125), ('Alb', 123), ('Sai', 118), ('Lec', 116), ('Tsu', 115), ('Sar', 115), ('Vot', 115), ('Str', 111), ('Hul', 109), ('Mag', 103), ('Pia', 102), ('Rus', 100), ('Gas', 99), ('Oco', 95), ('Per', 92), ('Alo', 92), ('Lan', 88), ('Ric', 86), ('Ham', 72)]"
551,"[('Ver', 676), ('Per', 125), ('Gua', 123), ('Hul', 122), ('Sai', 120), ('Lec', 120), ('Sar', 120), ('Tsu', 119), ('Alo', 118), ('Oco', 115), ('Alb', 104), ('Ham', 103), ('Lan', 96), ('Rus', 95), ('Pia', 93), ('Str', 87), ('Gas', 85), ('Mag', 83), ('Vot', 76), ('Ric', 72)]"
551,"[('Ver', 676), ('Ham', 125), ('Alo', 125), ('Ric', 122), ('Gua', 122), ('Rus', 118), ('Sar', 118), ('Lec', 116), ('Per', 114), ('Oco', 113), ('Sai', 108), ('Alb', 108), ('Gas', 108), ('Vot', 100), ('Hul', 98), ('Mag', 98), ('Pia', 92), ('Tsu', 85), ('Lan', 80), ('Str', 26)]"
551,"[('Ver', 676), ('Vot', 125), ('Ric', 123), ('Lan', 119), ('Pia', 118), ('Hul', 116), ('Ham', 115), ('Str', 115), ('Gua', 111), ('Oco', 108), ('Alb', 105), ('Alo', 103), ('Mag', 102), ('Gas', 102), ('Tsu', 98), ('Per', 89), ('Sai', 89), ('Rus', 88), ('Sar', 86), ('Lec', 64)]"
551,"[('Ver', 676), ('Ham', 125), ('Alo', 123), ('Mag', 120), ('Pia', 118), ('Sai', 116), ('Gas', 116), ('Lan', 113), ('Ric', 113), ('Sar', 113), ('Rus', 109), ('Str', 103), ('Per', 102), ('Lec', 101), ('Oco', 98), ('Alb', 89), ('Hul', 88), ('Vot', 87), ('Gua', 83), ('Tsu', 59)]"
551,"[('Ver', 676), ('Alb', 125), ('Alo', 124), ('Hul', 122), ('Tsu', 118), ('Per', 117), ('Vot', 117), ('Ham', 115), ('Pia', 115), ('Sai', 110), ('Str', 108), ('Ric', 103), ('Mag', 99), ('Lec', 98), ('Gas', 98), ('Sar', 96), ('Oco', 95), ('Lan', 88), ('Gua', 72), ('Rus', 56)]"
551,"[('Ver', 676), ('Ham', 125), ('Lec', 124), ('Pia', 122), ('Rus', 120), ('Alo', 120), ('Per', 115), ('Sai', 111), ('Mag', 110), ('Tsu', 108), ('Alb', 108), ('Gas', 108), ('Lan', 107), ('Str', 106), ('Hul', 106), ('Vot', 105), ('Ric', 76), ('Sar', 75), ('Oco', 65), ('Gua', 65)]"
551,"[('Ver', 676), ('Lec', 125), ('Mag', 124), ('Sai', 120), ('Tsu', 118), ('Pia', 116), ('Alb', 114), ('Rus', 113), ('Oco', 112), ('Alo', 109), ('Str', 107), ('Hul', 105), ('Vot', 105), ('Ham', 102), ('Gua', 100), ('Per', 89), ('Lan', 89), ('Ric', 87), ('Gas', 83), ('Sar', 58)]"
